EH[3] Te[3] dEH[3] EH[3] Te[3] dEH[3]





One-dimensional model
Timestep=      2
j, (j+.5)*DNHI, y1H[j], y1He[j], EH[j], Te[j], EHII[j], THII[j], dEH[j], tauHIIe[j]
  69 1.73750E+18 0.999787430051262 0.999326 0.000214 20.885218805014393 0.000000 0.000000000000000 0.0000000000000000000429075519353114176763404705635461610404433759455993001915435902660078681947197765 0.0000000000000000000739540204341548881508317401782689474474663272357367947533457464004413850489072502
  70 1.76250E+18 0.999795732443242 0.999343 0.000208 20.251875060839840 0.000000 0.000000000000000 0.0000000000000000000416058200739657844918955441017293409160365491951075894456330006576649793714750558 0.0000000000000000000710661744862576232598718592099285928631027329561387572386121913581291664741002023
  71 1.78750E+18 0.999803655875701 0.999360 0.000202 19.641574168847477 0.000000 0.000000000000000 0.0000000000000000000403514754121535323621535689803515776746995994598191212672511074543990616803057492 0.0000000000000000000683101197034805565953935607625237436429940108047960162403200445879747348953969777
  72 1.81250E+18 0.999811220477808 0.999377 0.000195 19.053339724712345 0.000000 0.000000000000000 0.0000000000000000000391425084033812753461571376708329514113874644033875648940073999071387333970051259 0.0000000000000000000656788567448812593107982429864800325824468344547260362144974754627924085070844740
  73 1.83750E+18 0.999818445134781 0.999393 0.000190 18.486242995602371 0.000000 0.000000000000000 0.0000000000000000000379770077259712874392888649336443522972246599478165091914524942318109879124676809 0.0000000000000000000631658187846263426094793625758503890526899770701338562243348784264185269421432167
  74 1.86250E+18 0.999825347576629 0.999409 0.000184 17.939400248825208 0.000000 0.000000000000000 0.0000000000000000000368531547701444415142136504942157696727020029480316709287815446494107618491398171 0.0000000000000000000607648406557789177881470566707385158282158089594100639288520859793152339989319444
  75 1.88750E+18 0.999831944459712 0.999424 0.000179 17.411970251029473 0.000000 0.000000000000000 0.0000000000000000000357692184778243258827779461460555478729495943994679555072782606295334062451729551 0.0000000000000000000584701304923044225274787175603608933571847869700150834414847933473424745898228139
  76 1.91250E+18 0.999838251441764 0.999438 0.000173 16.903151925729215 0.000000 0.000000000000000 0.0000000000000000000347235505097966929603250600312362400966827609444015947633491170343233989115105942 0.0000000000000000000562762436435695285644057624313920198760396294114117924679840943014141885214485228
  77 1.93750E+18 0.999844283250957 0.999453 0.000168 16.412182157886740 0.000000 0.000000000000000 0.0000000000000000000337145807168715991774088895361623093734570298583148162787151425057174947141902521 0.0000000000000000000541780586608360244428919266746619340460130577595435161925019329487440700177103281
  78 1.96250E+18 0.999850053749541 0.999467 0.000164 15.938333735174423 0.000000 0.000000000000000 0.0000000000000000000327408128935355745859763534835362398108342170566309670609247972627997569361468777 0.0000000000000000000521707551708828778955980836253045253659246910117457015883604687367380847717868164
