EH[3] Te[3] dEH[3] EH[3] Te[3] dEH[3]





One-dimensional model
Timestep=  12000
j, (j+.5)*DNHI, y1H[j], y1He[j], EH[j], Te[j], EHII[j], THII[j], dEH[j], tauHIIe[j]
  93 2.33750E+18 0.000000000000000 0.000000 0.299056 14578.615248468926438 0.138580 14578.615248469044673 0.0000000000000000000000000000000051444183663228664246259277885434256335712462915033217114009205921883 -0.0000000000000000000000000000056527532638121995843642967131411131724505584745960497656550639378115511
  94 2.36250E+18 0.000000000000000 0.000000 0.299264 14588.757351994649071 0.138676 14588.757351994761848 0.0000000000000000000000000000000052850135622860028240211336907573062633396506538326248447004214245484 -0.0000000000000000000000000000053881085405867866245309138076269939676618285519126662813169720746124778
  95 2.38750E+18 0.000000000000000 0.000000 0.299467 14598.677348362894918 0.138771 14598.677348363007695 0.0000000000000000000000000000000054295552524374738845539146157903152831211925741371311355629833391175 -0.0000000000000000000000000000053844472488218634027099916965059978651247033880439427364505702855178801
  96 2.41250E+18 0.000000000000000 0.000000 0.299666 14608.387109788644011 0.138863 14608.387109788754969 0.0000000000000000000000000000000055781548853678152056969943034408205985354406934439565753946244494795 -0.0000000000000000000000000000052940801670526182185302864212499423608063348428095487437566757785956599
  97 2.43750E+18 0.000000000000000 0.000000 0.299862 14617.901852016808334 0.138953 14617.901852016913836 0.0000000000000000000000000000000057309270872536056576549960831718089889078787682653454952036699819283 -0.0000000000000000000000000000050304391404570390314087138966738826751732016158605216881197689465840923
  98 2.46250E+18 0.000000000000000 0.000000 0.300053 14627.224265966784515 0.139042 14627.224265966884559 0.0000000000000000000000000000000058879897527245342445484096029576464240787481830505876853359652648096 -0.0000000000000000000000000000047672037781750347982198320086010974723719389401186563633619473031701130
  99 2.48750E+18 0.000000000000000 0.000000 0.300240 14636.352775733519593 0.139129 14636.352775733617818 0.0000000000000000000000000000000060494641383396320226324016068302461430428738090709880458232604541530 -0.0000000000000000000000000000046776081596070868265285750070770839349903806576355448469169156287273084
 100 2.51250E+18 0.000000000000000 0.000000 0.300424 14645.322117864021493 0.139214 14645.322117864117899 0.0000000000000000000000000000000062154749587483898234786788695088463782409623984997351872957955573144 -0.0000000000000000000000000000045881740951552193237034238024679519669372133074011419240845156298013143
 101 2.53750E+18 0.000000000000000 0.000000 0.300604 14654.093510218979645 0.139297 14654.093510219076052 0.0000000000000000000000000000000063861504856114110313673942756318444528153275419692259052416677227412 -0.0000000000000000000000000000045854277857261582776393109065885153448788873179921431354963672262091691
 102 2.56250E+18 0.000000000000000 0.000000 0.300780 14662.690187841537409 0.139379 14662.690187841628358 0.0000000000000000000000000000000065616226493605151652493234163605499676950374466298400364144219152927 -0.0000000000000000000000000000042368722453684165240188454011458754364434873655959587251848917928639468
 103 2.58750E+18 0.000000000000000 0.000000 0.300953 14671.133045333825066 0.139459 14671.133045333910559 0.0000000000000000000000000000000067420271438799131112308718125215664428957740139017141186703628725716 -0.0000000000000000000000000000040615999927633978981431181502145018797483183788643261163638756225618744
 104 2.61250E+18 0.000000000000000 0.000000 0.301123 14679.405935947223043 0.139538 14679.405935947304897 0.0000000000000000000000000000000069275035341957067302746377022195367628689394010312614142102432696191 -0.0000000000000000000000000000038865743539732915758989578718766571764925467451156348849770096343539313
 105 2.63750E+18 0.000000000000000 0.000000 0.301289 14687.507824759704818 0.139615 14687.507824759783034 0.0000000000000000000000000000000071181953672537175410853096339612186998186331247933597747789391074235 -0.0000000000000000000000000000037117890975193258958178186140988720693851360903298449976285123126605892
